,Unnamed: 0,ac_adapter,audio_ports,backlit_keyboard,battery,bluetooth,brand,card_reader,color,color_gamut,core_name,cpu,cpu_l3_cache,cpu_speed,cpu_type,date_first_available,dimensions_(w_x_d_h),display_type,gpu/vpu,graphic_type,graphics_card,hdd,hdmi,keyboard,lcd_features,memory,memory_slot_(available),memory_slot_(total),memory_spec,model,number_of_cores,operating_system,optical_drive_type,other_features,panel,part_number,price,resolution,screen,screen_size,series,ssd,storage,storage_spec,style,touchscreen,turbo_frequency,type,usage,usb,video_memory,webcam,weight,wide_screen_support,wifi_generation,wlan,audio,battery_life,ethernet,lan,max_memory_supported,memory_speed,speaker,thunderbolt,optical_drive_spec,touchpad,package_content,parts,pointing_stick,communication,labor,package_type,memory_type,refresh_rate,virtual_reality_ready,optical_drive,other_port,smart_cache,docking_connector,video_port,software_included,service,chipset,cpu_support,accidental_damage_warranty,cpu_l2_cache,tech,hdd_interface,hdd_rpm,bezel_design,thunderbolt_3,optical_drive_interface,nfc_supported,laptop_name,graphics_card_score,cpu_score,cpu_type_speed,ram,storage_score,hdd_score,resolution_score,screen_size_score
32,32,,Combo,Backlit,,Bluetooth 5.2,lenovo,No,Dark Moss,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,0,Standard,,12GB,,,,,Quad-core Processor,Windows 11 Home,No,,,,126425.6,1920x1080,,"14.0""",Yoga 7i -14,512 GB,,512GB PCIe SSD,Convertible,Yes,4.2 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 7i -14,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,12.0,512.0,,2073600,14.0
33,33,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.0,hp,Yes,Silver,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,No,Standard,,8GB,,,,,,Windows 10 Home,No,,,,112364.8,1920 x 1080,,"13.3""",ENVY 13,256 GB,,256GB PCIe SSD,Standard,No,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ENVY 13,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,8.0,256.0,,2073600,13.3
34,34,,Combo,Backlit,,Bluetooth 5.1,hp,SDXC,Silver,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,1,Standard,,16GB,,,,,Quad-core Processor,Windows 10 Pro,No,,,,192523.2,1920x1080,,"15.6""",ENVY x360,256 GB,,256GB SATA SSD,Convertible,Yes,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ENVY x360,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,16.0,256.0,,2073600,15.6
35,35,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.0,hp,No,Silver,,,,8MB Cache,2.10GHz,AMD Ryzen 5 5000 Series,"January 03, 2022",,,AMD Radeon Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,,Windows 11 Home,No,,,,102520.0,1920 x 1080,,"17.3""",cp0013dx  17,256 GB,,256GB PCIe SSD,Standard,No,4 GHz,work_business,,,,Yes,,,,802.11ac  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,cp0013dx  17,2500.0,13236.0,AMD Ryzen 5 5000 Series 2.10GHz,8.0,256.0,,2073600,17.3
36,36,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.1,asus,No,Grey,,,,4MB Cache,1.20GHz,Intel Core i3 10th Gen,"January 03, 2022",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,12GB,,,,,,Windows 10 Home,No,,,,108144.0,1366 x 768,,"15.6""",Vivobook 15,256 GB,,256GB SATA SSD,Standard,No,3.4 GHz,work_business,,,,Yes,,,,802.11a/b/g/n/ac,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Vivobook 15,1040.0,5180.0,Intel Core i3 10th Gen 1.20GHz,12.0,256.0,,1049088,15.6
37,37,,Combo,Backlit,,Bluetooth 5.1,lenovo,No,Black,,,,12MB Cache,3.00GHz,Intel Core i7 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,0,Standard,,8GB,,,,,Quad-core Processor,Windows 10 Home,No,,,,198148.8,1920x1080,,"14.0""",Yoga 9i -14,256 GB,,256GB PCIe SSD,Convertible,Yes,4.8 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,LPDDR4X,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 9i -14,2831.0,11018.0,Intel Core i7 11th Gen 3.00GHz,8.0,256.0,,2073600,14.0
38,38,,Combo,Backlit,,Bluetooth 5.2,hp,Yes,Black,,,,8MB Cache,2.10GHz,AMD Ryzen 5 5000 Series,"January 03, 2022",,,AMD Radeon Graphics,Integrated Card,,,1,Standard,,8GB,,,,,6-core Processor,Windows 11 Home,No,,,,140489.6,1920x1080,,"15.6""",ENVY x360 -15,256 GB,,256GB PCIe SSD,Convertible,Yes,4 GHz,work_business,,,,Yes,,,,802.11ax,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ENVY x360 -15,2500.0,13236.0,AMD Ryzen 5 5000 Series 2.10GHz,8.0,256.0,,2073600,15.6
39,39,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.0,hp,No,Silver,,,,8MB Cache,2.10GHz,AMD Ryzen 5 5000 Series,"January 03, 2022",,,AMD Radeon Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,,Windows 11 Pro,No,,,,137676.80000000002,1920 x 1080,,"17.3""",cp0013dx  17,256 GB,,256GB SATA SSD,Standard,No,4 GHz,work_business,,,,Yes,,,,802.11ac  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,cp0013dx  17,2500.0,13236.0,AMD Ryzen 5 5000 Series 2.10GHz,8.0,256.0,,2073600,17.3
40,40,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,No,Black,,,,8MB Cache,3.10GHz,Intel Core i5 11th Gen,"January 03, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,Quad-core Processor,Windows 11 Home,No Optical Drive,,,,129240.0,1920 x 1080,,"15.6""",IdeaPad 3i  15,512 GB,,512GB PCIe SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,,,,,,,,,,,,,,,,,,,,IdeaPad 3i  15,6968.0,13133.0,Intel Core i5 11th Gen 3.10GHz,8.0,512.0,,2073600,15.6
41,41,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,,Windows 10 Pro,No,,,,525348.8,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,4 TB,,2x2TB PCIe SSD RAID 0  (4TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,32.0,4096.0,,2073600,15.6
42,42,,Combo,Non-backlit,,Bluetooth 5.2,hp,Micro SD,Silver,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"December 30, 2021",,,Intel Iris Xe Graphics,Integrated Card,,,1,Standard,,8GB,,,,,Quad-core Processor,Windows 11 Home,No,,,,121017.6,1920x1080,,"14.0""",Pavilion x360 14t,512 GB,,512GB PCIe SSD,2-in-1 Convertible,Yes,4.2 GHz,work_business,,,,Yes,,,,802.11ac,,,,,,DDR4,,,,,,,Yes,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Pavilion x360 14t,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,8.0,512.0,,2073600,14.0
43,43,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 10 Pro,No,,,,1156500.8,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,16 TB,,2x8TB PCIe SSD RAID 0  (16TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,64.0,16384.0,,2073600,15.6
44,44,,1 x Headphone/Microphone Combo Jack,,,,hp,,Silver,,Skylake,Intel Core i5-6300U 2.40 GHz,3 MB,6300U (2.40GHz),Intel Core i5 6th Gen,"December 05, 2019","13.30"" x 9.30"" x 0.70""",,Intel HD Graphics 520,Integrated Card,Intel HD Graphics 520,,,,,16GB,,,,840 G3,Dual-core Processor,Windows 10 Pro 64-bit,,Grade A,,,56073.600000000006,1366 x 768,"14""","14.0""",EliteBook,256 GB,256 GB SSD,,Standard,No,,work_business,Business,2 x USB 3.01 x USB Type-C,Shared system memory,Yes,3.40 lbs.,Yes,,,,,1 x RJ-45,,,,,,,,"Laptop, Battery, AC Adaptor",,,,,,,,,,,,1.0,"1 x VGA, 1 x DisplayPort",,,,,,,,,,,,,,EliteBook 840 G3,861.0,3258.0,Intel Core i5 6th Gen 6300U (2.40GHz),16.0,256.0,,1049088,14.0
45,45,"33W AC AdapterOutput: 19V DC, 1.75A, 33WInput: 100-240V AC 50/60Hz universal",1 x 3.5mm Combo Audio Jack,Backlit,"42 WHrs, 3S1P, 3-cell Li-ion",Bluetooth 4.1 (Dual band) 1x1,asus,Micro SD,Star Black (Plastic),45% NTSC,,Intel Celeron N4020 1.10 GHz,,N4020 (1.10GHz),Intel Celeron,"January 06, 2021","12.80"" x 8.50"" x 0.71""-0.72""",Full HD,Intel UHD Graphics 600,Integrated Card,Intel UHD Graphics 600,,1 x HDMI 1.4,Backlit Chiclet Keyboard,200 nitsAnti-glare display45% NTSC78% Screen-to-body ratio,4GB,0.0,0.0,4 GB onboard,L410MA-DB02,Dual-core Processor,Windows 10 in S mode,No,,,90NB0Q15-M05780,38878.4,1920 x 1080,"14"" FHD","14.0""",,64 GB eMMC,64 GB eMMC,,Thin and Light,No,Up to 2.80 GHz,home_personal,Consumer,1 x USB 2.0 Type-A1 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C,Shared system memory,"VGA camera, Without privacy shutter",2.87 lbs.,Yes,Wi-Fi 5,802.11ac  Wireless LAN,Built-in microphoneAudio by ICEpowerSonicMaster,,,,,,Built-in speaker,,,,,,,,,,,,,,,,,,Microsoft 365 Personal 1-year included.**Activation required with 6-months of Windows activation date.,,,,,,,,,,,,,L410MA-DB02,329.0,1595.0,Intel Celeron N4020 (1.10GHz),4.0,64.0,,2073600,14.0
46,46,,1 x Headphone/Microphone Combo Jack,,,Yes,lenovo,,Black,,Haswell,Intel Core i5-4300U 1.90 GHz,3 MB,4300U (1.90GHz),Intel Core i5 4th Gen,"March 12, 2021","13.35"" x 9.15"" x 0.83""",,Intel HD Graphics 4400,Integrated Card,Intel HD Graphics 4400,,,,,16GB,,,,T450,Dual-core Processor,Windows 10 Pro 64-bit,No,Grade A,,,48300.8,1366 x 768,"14""","14.0""",ThinkPad,256 GB,256 GB SSD,,,No,,work_business,,3 x USB 3.0,Shared system memory,,,Yes,Wi-Fi 5,"Intel 7265 ac, up to 867 Mbps",,,,"Intel Ethernet Connection I218-V (Clarkville) Gigabit Ethernet, Up to 1Gbps",,,,,,,,,,,,,,,,,1 x Ethernet (RJ-45),,,"1 x VGA, 1 x Mini DisplayPort",,,,,,,,,,,,,,ThinkPad T450,520.0,2502.0,Intel Core i5 4th Gen 4300U (1.90GHz),16.0,256.0,,1049088,14.0
47,47,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,asus,No,Grey,,,,8MB Cache,2.50 GHz,Intel Core i5 10th Gen,"December 30, 2021",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,Quad-core Processor,Windows 10 Home,No Optical Drive,,,,128060.8,1920 x 1080,,"15.6""",TUF F15,512 GB,,512GB PCIe SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,TUF F15,6968.0,8756.0,Intel Core i5 10th Gen 2.50 GHz,8.0,512.0,,2073600,15.6
48,48,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,,Windows 10 Pro,No,,,,638052.8,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,32.0,8192.0,,2073600,15.6
49,49,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.1,asus,No,Grey,,,,4MB Cache,1.20GHz,Intel Core i3 10th Gen,"December 30, 2021",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,,Windows 10 Home,No,,,,78752.0,1366 x 768,,"15.6""",Vivobook 15,256 GB,,256GB PCIe SSD,Standard,No,3.4 GHz,work_business,,,,Yes,,,,802.11a/b/g/n/ac,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Vivobook 15,1040.0,5180.0,Intel Core i3 10th Gen 1.20GHz,8.0,256.0,,1049088,15.6
50,50,,Combo,Backlit,,Bluetooth 5.1,asus,Yes,Gray,,,,12MB Cache,2.80GHz,Intel Core i7 11th Gen,"December 30, 2021",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1,Full Size (10 Key),,16GB,,,,,Quad-core Processor,Windows 10 Pro,No,,,,311208.0,1920x1080,,"15.6""",ZenBook Flip 15,4 TB,,4TB PCIe SSD,Convertible,Yes,4.7 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook Flip 15,6968.0,10632.0,Intel Core i7 11th Gen 2.80GHz,16.0,4096.0,,2073600,15.6
51,51,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 10 Pro,No,,,,592971.2000000001,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,4 TB,,2x2TB PCIe SSD RAID 0  (4TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,64.0,4096.0,,2073600,15.6
52,52,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.0,hp,No,Silver,,,,8MB Cache,2.10GHz,AMD Ryzen 5 5000 Series,"December 30, 2021",,,AMD Radeon Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,,Windows 11 Home,No,,,,101292.8,1920 x 1080,,"17.3""",cp0013dx  17,256 GB,,256GB PCIe SSD,Standard,No,4 GHz,work_business,,,,Yes,,,,802.11ac  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,cp0013dx  17,2500.0,13236.0,AMD Ryzen 5 5000 Series 2.10GHz,8.0,256.0,,2073600,17.3
53,53,,Combo,Backlit,,Bluetooth 5.2,hp,Yes,Black,,,,8MB Cache,2.10GHz,AMD Ryzen 5 5000 Series,"December 30, 2021",,,AMD Radeon Graphics,Integrated Card,,,1,Standard,,16GB,,,,,6-core Processor,Windows 11 Home,No,,,,139104.0,1920x1080,,"15.6""",ENVY x360 -15,256 GB,,256GB PCIe SSD,Convertible,Yes,4 GHz,work_business,,,,Yes,,,,802.11ax,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ENVY x360 -15,2500.0,13236.0,AMD Ryzen 5 5000 Series 2.10GHz,16.0,256.0,,2073600,15.6
54,54,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.0,acer,No,Silver,,,,6MB Cache,1.10GHz,Intel Core i5 10th Gen,"December 30, 2021",,,Intel Iris Plus Graphics,Integrated Card,,,1 x HDMI,Standard,,8GB,,,,,,Windows 10 Home,No,,,,98476.8,2256x1504,,"13.5""",Swift 3 SF313,512 GB,,512GB PCIe SSD,Standard,No,3.7 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,LPDDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Swift 3 SF313,1856.0,8244.0,Intel Core i5 10th Gen 1.10GHz,8.0,512.0,,3393024,13.5
55,55,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,,Windows 10 Pro,No,,,,391510.4,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,512 GB,,512GB SATA SSD,Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,32.0,512.0,,2073600,15.6
56,56,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 10 Pro,No,,,,592971.2000000001,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,64.0,2048.0,,2073600,15.6
57,57,,Combo,Backlit,,Bluetooth 5.1,asus,Yes,Gray,,,,12MB Cache,2.80GHz,Intel Core i7 11th Gen,"December 30, 2021",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1,Full Size (10 Key),,16GB,,,,,Quad-core Processor,Windows 10 Home,No,,,,146374.4,1920x1080,,"15.6""",ZenBook Flip 15,512 GB,,512GB PCIe SSD+32GB Optane,Convertible,Yes,4.7 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook Flip 15,6968.0,10632.0,Intel Core i7 11th Gen 2.80GHz,16.0,512.0,,2073600,15.6
58,58,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,,Windows 10 Pro,No,,,,525348.8,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,32.0,2048.0,,2073600,15.6
59,59,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,,Windows 10 Pro,No,,,,322478.4,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,512 GB,,512GB PCIe SSD,Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,16.0,512.0,,2073600,15.6
60,60,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 10 Pro,No,,,,705678.4,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,64.0,8192.0,,2073600,15.6
61,61,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.1,asus,No,Grey,,,,4MB Cache,1.20GHz,Intel Core i3 10th Gen,"December 30, 2021",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,12GB,,,,,,Windows 10 Home,No,,,,106928.0,1366 x 768,,"15.6""",Vivobook 15,256 GB,,256GB SATA SSD,Standard,No,3.4 GHz,work_business,,,,Yes,,,,802.11a/b/g/n/ac,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Vivobook 15,1040.0,5180.0,Intel Core i3 10th Gen 1.20GHz,12.0,256.0,,1049088,15.6
62,62,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.0,acer,No,Silver,,,,6MB Cache,1.10GHz,Intel Core i5 10th Gen,"December 30, 2021",,,Intel Iris Plus Graphics,Integrated Card,,,1 x HDMI,Standard,,8GB,,,,,,Windows 11 Pro,No,,,,157646.40000000002,2256x1504,,"13.5""",Swift 3 SF313,512 GB,,512GB SATA SSD,Standard,No,3.7 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,LPDDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Swift 3 SF313,1856.0,8244.0,Intel Core i5 10th Gen 1.10GHz,8.0,512.0,,3393024,13.5
63,63,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.0,hp,No,Silver,,,,8MB Cache,2.10GHz,AMD Ryzen 5 5000 Series,"December 30, 2021",,,AMD Radeon Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,,Windows 11 Pro,No,,,,136513.6,1920 x 1080,,"17.3""",cp0013dx  17,256 GB,,256GB SATA SSD,Standard,No,4 GHz,work_business,,,,Yes,,,,802.11ac  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,cp0013dx  17,2500.0,13236.0,AMD Ryzen 5 5000 Series 2.10GHz,8.0,256.0,,2073600,17.3
64,64,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 10 Pro,No,,,,522531.2,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,1 TB,,2x1TB PCIe SSD RAID 1  (1TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,64.0,1024.0,,2073600,15.6
65,65,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,16MB Cache,2.40GHz,Intel Core i9 10th Gen,"December 30, 2021",,,NVIDIA Quadro T2000,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,,Windows 10 Pro,No,,,,454907.2,1920 x 1080,,"15.6""",ThinkPad P1 Gen 3,2 TB,,2x1TB PCIe SSD RAID 0  (2TB available storage),Standard,No,5.3 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P1 Gen 3,7143.0,16210.0,Intel Core i9 10th Gen 2.40GHz,32.0,2048.0,,2073600,15.6
66,66,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,asus,No,Grey,,,,8MB Cache,2.50 GHz,Intel Core i5 10th Gen,"December 30, 2021",,,NVIDIA GeForce GTX 1650,Dedicated Card,,500GB,1 x HDMI,Full Size (10 Key),,8GB,,,,,Quad-core Processor,Windows 10 Pro,No Optical Drive,,,,181595.2,1920 x 1080,,"15.6""",TUF F15,128 GB,,128GB SATA SSD + 500GB HDD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,TUF F15,6968.0,8756.0,Intel Core i5 10th Gen 2.50 GHz,8.0,143.0,15.0,2073600,15.6
