,Unnamed: 0,ac_adapter,audio_ports,backlit_keyboard,battery,bluetooth,brand,card_reader,color,color_gamut,core_name,cpu,cpu_l3_cache,cpu_speed,cpu_type,date_first_available,dimensions_(w_x_d_h),display_type,gpu/vpu,graphic_type,graphics_card,hdd,hdmi,keyboard,lcd_features,memory,memory_slot_(available),memory_slot_(total),memory_spec,model,number_of_cores,operating_system,optical_drive_type,other_features,panel,part_number,price,resolution,screen,screen_size,series,ssd,storage,storage_spec,style,touchscreen,turbo_frequency,type,usage,usb,video_memory,webcam,weight,wide_screen_support,wifi_generation,wlan,audio,battery_life,ethernet,lan,max_memory_supported,memory_speed,speaker,thunderbolt,optical_drive_spec,touchpad,package_content,parts,pointing_stick,communication,labor,package_type,memory_type,refresh_rate,virtual_reality_ready,optical_drive,other_port,smart_cache,docking_connector,video_port,software_included,service,chipset,cpu_support,accidental_damage_warranty,cpu_l2_cache,tech,hdd_interface,hdd_rpm,bezel_design,thunderbolt_3,optical_drive_interface,nfc_supported,laptop_name,graphics_card_score,cpu_score,cpu_type_speed,ram,storage_score,hdd_score,resolution_score,screen_size_score
0,0,"65W AC AdapterOutput: 19V DC, 3.42A, 65WInput: 100~240V AC 50/60Hz universal",1 x Headphone out,Backlit,"42WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5.0 (Dual band) 2x2,asus,Micro SD,Indie Black,100% DCI-P3,Tiger Lake,Intel Core i7-1165G7 2.80 GHz,12 MB,1165G7 (2.80GHz),Intel Core i7 11th Gen,"August 26, 2021","14.13"" x 9.25"" x 0.70""",Full HD,NVIDIA GeForce MX350,Dedicated Card,NVIDIA GeForce MX350,,1 x HDMI 1.4,Backlit Chiclet Keyboard with Num-key,"OLED, 400 nits, Glossy, 100% DCI-P3, Pantone Validated",8GB,0.0,1.0,4 GB onboard + 4 GB x 1,K513EQ-NB74,Quad-core Processor,Windows 10 Home 64-bit,No,Fingerprint reader,OLED,90NB0SK1-M02500,140184.0,1920 x 1080,"15.6"" OLED","15.6""",VivoBook,512 GB PCIe,512 GB PCIe SSD,"1 x M.2 2280 PCIe 3.0x21 x STD 2.5"" SATA HDD",Thin and Light,No,Up to 4.70 GHz,home_personal,Consumer,1 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C2 x USB 2.0 Type-A,2GB,720p HD camera,3.97 lbs.,Yes,Wi-Fi 6,802.11ax  Wireless LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook K513EQ-NB74,2869.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),8.0,512.0,,2073600,15.6
1,1,65W USB-C (3-pin),1 x Headphone / microphone combo jack (3.5mm),Backlit,Integrated 45Wh,Bluetooth 5.1,lenovo,4-in-1,Mineral Grey,45% NTSC,Tiger Lake,Intel Core i7-1165G7 2.80 GHz,12 MB,1165G7 (2.80GHz),Intel Core i7 11th Gen,"December 22, 2020","14.10"" x 9.25"" x 0.74""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI 1.4b,"Backlit, English (US)","IPS 300nits Anti-glare, 45% NTSC, Touch",16GB,0.0,1.0,8 GB onboard + 8 GB x 1,20VE006UUS,Quad-core Processor,Windows 10 Pro 64-bit,No,Security Chip: Firmware TPM 2.0Fingerprint Reader: Touch StyleTÜV Rheinland Low Blue LightMIL-STD-810H military test passed,IPS,,161699.2,1920 x 1080,"15.6"" IPS Touchscreen","15.6""",ThinkBook 15 G2 ITL,512 GB PCIe,512 GB M.2 2242 PCIe 3.0x4 NVMe SSD,"1 x Empty M.2 2280 PCIe 3.0x2 SSD SlotStorage Support:Dual SSD mode: up to two drives, 2x M.2 SSDM.2 2242 SSD up to 512GBM.2 2280 SSD up to 1TB",Standard,10-point Multi-touch,,home_personal,Consumer,"1 x USB 3.2 Gen 11 x USB 3.2 Gen 1 (Always On)1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Shared system memory,720p with ThinkShutter,3.75 lbs.,Yes,Wi-Fi 6,802.11ax  Wireless LAN,"High Definition (HD) Audio, Realtek ALC3287 codec",MobileMark 2018: 6 hr (45Wh),1 x RJ-45 (1Gbps),10/100/1000Mbps,40 GB (8 GB onboard + 32 GB x 1),DDR4 3200,"Stereo speakers, 2W x2, Dolby Audio","1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkBook 15 G2 ITL 20VE006UUS,2831.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),16.0,512.0,,2073600,15.6
2,2,45-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Non-backlit,"HP Long Life 3-cell, 41 Wh Li-ion",Bluetooth 5.0,hp,"1 multi-format digital media readerSupports SD, SDHC, SDXC",Dark Ash Silver,45% NTSC,Tiger Lake,Intel Core i5-1135G7 2.40 GHz,8 MB,1135G7 (2.40GHz),Intel Core i5 11th Gen,"August 17, 2021","14.09"" x 9.53"" x 0.78""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI 1.4b,Full-size keyboard with numeric keypad,"IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",16GB,0.0,2.0,8 GB x 2,4L1Q8UT#ABA,Quad-core Processor,Windows 10 Pro 64-bit,No,Security management: TPM 2.0,IPS,4L1Q8UT#ABA-NW,125160.0,1920 x 1080,"15.6"" IPS","15.6""",250 G8,256 GB PCIe,256 GB PCIe NVMe SSD,256 GB PCIe Hard Drive,Standard,No,Up to 4.20 GHz,work_business,Business,2 x SuperSpeed USB Type-A 5Gbps signaling rate1 x SuperSpeed USB Type-C 5Gbps signaling rate,Shared system memory,720p HD camera,3.84 lbs.,Yes,Wi-Fi 5,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi,"Stereo speakers, integrated digital microphone",Up to 9 hours and 45 minutes,1 x RJ-45 (1Gbps),10/100/1000Mbps,32 GB,DDR4 2666,,,Not Included,Touchpad with multi-touch gesture support,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 G8 4L1Q8UT#ABA,2831.0,10715.0,Intel Core i5 11th Gen 1135G7 (2.40GHz),16.0,256.0,,2073600,15.6
3,3,45-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,3-cell Lithium Ion,Bluetooth 5.1,acer,,Pure Silver,,Tiger Lake,Intel Core i7-1165G7 2.80 GHz,12 MB,1165G7 (2.80GHz),Intel Core i7 11th Gen,"October 23, 2020","14.31"" x 9.39"" x 0.70""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI,,LED-backlit IPS Display,12GB,0.0,1.0,4 GB onboard + 8 GB x 1,A515-56-76J1,Quad-core Processor,Windows 10 Home 64-bit,No,,IPS,NX.A1GAA.003,140164.80000000002,1920 x 1080,"15.6"" IPS","15.6""",Aspire 5,512 GB NVMe,512 GB NVMe SSD,,Thin and Light,No,Up to 4.70 GHz,home_personal,Consumer,1 x USB 3.2 (Type-C) Gen 1 (up to 5 Gbps)2 x USB 3.2 Gen 1 (one with Power-off Charging)1 x USB 2.0,Shared system memory,HD Webcam (1280 x 720),3.64 lbs.,Yes,Wi-Fi 6,Intel Wireless Wi-Fi 6 AX201 802.11ax Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO technology (Max Speed up to 2.4Gbps),Acer TrueHarmony TechnologyAcer Purified.Voice Technology with Two Built-in MicrophonesCompatible with Cortana with Voice,Up to 8-hours battery life,1 x RJ-45 (1Gbps),10/100/1000Mbps,20 GB (4 GB onboard + 16 GB x 1),,Two Built-in Stereo Speakers,,,Multi-gesture touchpad with two buttons,LaptopAC Adapter & Power CordHard Drive Upgrade Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspire 5 A515-56-76J1,2831.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),12.0,512.0,,2073600,15.6
4,4,,Combo,Backlit,,Bluetooth 5.2,lenovo,No,Blue,,,,8MB Cache,1.80GHz,AMD Ryzen 7 5000 Series,"January 05, 2022",,,AMD Radeon Graphics,Integrated Card,,,0,Standard,,16GB,,,,,8-core Processor,Windows 11 Home,No,,,,126494.4,1920x1080,,"13.3""",Yoga 6 13,512 GB,,512GB PCIe SSD,Convertible,Yes,4.3 GHz,home_personal,,,,Yes,,,,802.11ax,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 6 13,2500.0,16380.0,AMD Ryzen 7 5000 Series 1.80GHz,16.0,512.0,,2073600,13.3
5,5,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.2,lenovo,Yes,Black,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 05, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,1 x HDMI,Standard,,8GB,,,,,,Windows 10 Pro,No,,,,141971.2,1920 x 1080,,"14.0""",ThinkPad L14 Gen 2,256 GB,,256GB PCIe SSD,Standard,No,4.2 GHz,work_business,,,,Yes,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad L14 Gen 2,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,8.0,256.0,,2073600,14.0
6,6,,Combo,Backlit,,Bluetooth 5.1,asus,Yes,Gray,,,,12MB Cache,2.80GHz,Intel Core i7 11th Gen,"January 05, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1,,,16GB,,,,,Quad-core Processor,Windows 11 Pro,No,,,,220768.0,1920x1080,,"15.6""",ZenBook Flip 15,1 TB,,1TB SATA SSD,Convertible,Yes,4.7 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook Flip 15,6968.0,10632.0,Intel Core i7 11th Gen 2.80GHz,16.0,1024.0,,2073600,15.6
7,7,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,SDXC,Blue,,,,12MB Cache,2.70GHz,Intel Core i5 11th Gen,"January 05, 2022",,,NVIDIA GeForce RTX 3050 Laptop GPU,Dedicated Card,,,1 x HDMI,,,16GB,,,,,6-core Processor,Windows 10 Pro,No Optical Drive,,,,230616.0,1920 x 1080,,"16.1""",Victus 16,512 GB,,2x512GB PCIe SSD RAID 1  (512GB available storage),Standard,No,4.5 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,,,,,,,,,,,,,,,,,,,,Victus 16,9097.0,15933.0,Intel Core i5 11th Gen 2.70GHz,16.0,512.0,,2073600,16.1
8,8,,Combo,Backlit,,Bluetooth 5.2,lenovo,No,Blue,,,,8MB Cache,1.80GHz,AMD Ryzen 7 5000 Series,"January 05, 2022",,,AMD Radeon Graphics,Integrated Card,,,0,Standard,,16GB,,,,,8-core Processor,Windows 11 Pro,No,,,,185590.4,1920x1080,,"13.3""",Yoga 6 13,512 GB,,512GB SATA SSD,Convertible,Yes,4.3 GHz,home_personal,,,,Yes,,,,802.11ax,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 6 13,2500.0,16380.0,AMD Ryzen 7 5000 Series 1.80GHz,16.0,512.0,,2073600,13.3
9,9,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,Yes,Blue,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"January 05, 2022",,,NVIDIA GeForce RTX 3070 Laptop GPU,Dedicated Card,,,1x HDMI (4K),,,32GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,454339.2,1920 x 1080,,"17.3""",GE76 Raider 17,1 TB,,1TB PCIe SSD,Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,360Hz,Yes,,,,,,,,,,,,,,,,,,,GE76 Raider 17,14736.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,1024.0,,2073600,17.3
10,10,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.0,dell,Yes,Black,,,,6MB Cache,3.00GHz,Intel Core i3 11th Gen,"January 05, 2022",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,,,8GB,,,,,,Windows 10 Home,No,,,,87096.0,1920 x 1080,,"15.6""",Inspiron i3501-15,256 GB,,256GB PCIe SSD,Standard,Yes,4.1 GHz,work_business,,,,Yes,,,,802.11ac  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Inspiron i3501-15,1040.0,6346.0,Intel Core i3 11th Gen 3.00GHz,8.0,256.0,,2073600,15.6
11,11,,Combo,Backlit,,Bluetooth 5.1,asus,Yes,Gray,,,,12MB Cache,2.80GHz,Intel Core i7 11th Gen,"January 05, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1,,,16GB,,,,,Quad-core Processor,Windows 10 Home,No,,,,147600.0,1920x1080,,"15.6""",ZenBook Flip 15,512 GB,,512GB PCIe SSD+32GB Optane,Convertible,Yes,4.7 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook Flip 15,6968.0,10632.0,Intel Core i7 11th Gen 2.80GHz,16.0,512.0,,2073600,15.6
12,12,,Combo,Backlit,,Bluetooth 5.1,asus,Yes,Gray,,,,12MB Cache,2.80GHz,Intel Core i7 11th Gen,"January 05, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1,,,16GB,,,,,Quad-core Processor,Windows 10 Pro,No,,,,312225.60000000003,1920x1080,,"15.6""",ZenBook Flip 15,4 TB,,4TB PCIe SSD,Convertible,Yes,4.7 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook Flip 15,6968.0,10632.0,Intel Core i7 11th Gen 2.80GHz,16.0,4096.0,,2073600,15.6
13,13,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,SDXC,Blue,,,,12MB Cache,2.70GHz,Intel Core i5 11th Gen,"January 05, 2022",,,NVIDIA GeForce RTX 3050 Laptop GPU,Dedicated Card,,,1 x HDMI,,,8GB,,,,,6-core Processor,Windows 11 Home,No Optical Drive,,,,119459.2,1920 x 1080,,"16.1""",Victus 16,256 GB,,256GB PCIe SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,,,,,,,,,,,,,,,,,,,,Victus 16,9097.0,15933.0,Intel Core i5 11th Gen 2.70GHz,8.0,256.0,,2073600,16.1
14,14,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,Yes,Blue,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"January 05, 2022",,,NVIDIA GeForce RTX 3070 Laptop GPU,Dedicated Card,,,1x HDMI (4K),,,64GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,735752.0,1920 x 1080,,"17.3""",GE76 Raider 17,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,360Hz,Yes,,,,,,,,,,,,,,,,,,,GE76 Raider 17,14736.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,8192.0,,2073600,17.3
15,15,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,asus,No,Grey,,,,8MB Cache,2.50 GHz,Intel Core i5 10th Gen,"January 04, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,Quad-core Processor,Windows 10 Home,No Optical Drive,,,,129340.8,1920 x 1080,,"15.6""",TUF F15,512 GB,,512GB PCIe SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,TUF F15,6968.0,8756.0,Intel Core i5 10th Gen 2.50 GHz,8.0,512.0,,2073600,15.6
16,16,,Combo,Backlit,,Bluetooth 5.1,lenovo,No,Dark Moss,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 04, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,0,Standard,,12GB,,,,,Quad-core Processor,Windows 10 Home,No,,,,126513.6,1920x1080,,"14.0""",Yoga 7i -14,512 GB,,512GB PCIe SSD,Convertible,Yes,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 7i -14,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,12.0,512.0,,2073600,14.0
17,17,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,asus,No,Grey,,,,8MB Cache,2.50 GHz,Intel Core i5 10th Gen,"January 04, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,500GB,1 x HDMI,Full Size (10 Key),,8GB,,,,,Quad-core Processor,Windows 10 Pro,No Optical Drive,,,,182822.4,1920 x 1080,,"15.6""",TUF F15,128 GB,,128GB SATA SSD + 500GB HDD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,TUF F15,6968.0,8756.0,Intel Core i5 10th Gen 2.50 GHz,8.0,143.0,15.0,2073600,15.6
18,18,,,,,,lenovo,,,,Broadwell,Intel Core i7-5600U 2.60 GHz,4 MB,5600U (2.60GHz),Intel Core i7 5th Gen,"January 04, 2022",,HD,Intel HD Graphics 5500,Integrated Card,Intel HD Graphics 5500,,,,,16GB,,,,T450,Dual-core Processor,Windows 10 Pro 64-bit,No,Grade A,,,74764.8,1366 x 768,"14""","14.0""",ThinkPad,512 GB,512 GB SSD,,Standard,No,,work_business,Business,,Shared system memory,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad T450,580.0,2964.0,Intel Core i7 5th Gen 5600U (2.60GHz),16.0,512.0,,1049088,14.0
19,19,,,,,,lenovo,,,,Broadwell,Intel Core i7-5600U 2.60 GHz,4 MB,5600U (2.60GHz),Intel Core i7 5th Gen,"January 04, 2022",,HD,Intel HD Graphics 5500,Integrated Card,Intel HD Graphics 5500,,,,,16GB,,,,T450,Dual-core Processor,Windows 10 Pro 64-bit,No,Grade A,,,73208.0,1366 x 768,"14""","14.0""",ThinkPad,256 GB,256 GB SSD,,Standard,No,,work_business,Business,,Shared system memory,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad T450,580.0,2964.0,Intel Core i7 5th Gen 5600U (2.60GHz),16.0,256.0,,1049088,14.0
20,20,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,No,Black,,,,8MB Cache,3.10GHz,Intel Core i5 11th Gen,"January 03, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,Quad-core Processor,Windows 11 Home,No Optical Drive,,,,130646.4,1920 x 1080,,"15.6""",IdeaPad 3i  15,512 GB,,512GB PCIe SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,,,,,,,,,,,,,,,,,,,,IdeaPad 3i  15,6968.0,13133.0,Intel Core i5 11th Gen 3.10GHz,8.0,512.0,,2073600,15.6
21,21,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,No,Black,,,,8MB Cache,3.10GHz,Intel Core i5 11th Gen,"January 03, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,16GB,,,,,Quad-core Processor,Windows 11 Pro,No Optical Drive,,,,182678.4,1920 x 1080,,"15.6""",IdeaPad 3i  15,512 GB,,512GB SATA SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,,,,,,,,,,,,,,,,,,,,IdeaPad 3i  15,6968.0,13133.0,Intel Core i5 11th Gen 3.10GHz,16.0,512.0,,2073600,15.6
22,22,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Bluetooth 5.1,asus,No,Grey,,,,4MB Cache,1.20GHz,Intel Core i3 10th Gen,"January 03, 2022",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,,Windows 10 Home,No,,,,80019.20000000001,1366 x 768,,"15.6""",Vivobook 15,256 GB,,256GB PCIe SSD,Standard,No,3.4 GHz,work_business,,,,Yes,,,,802.11a/b/g/n/ac,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Vivobook 15,1040.0,5180.0,Intel Core i3 10th Gen 1.20GHz,8.0,256.0,,1049088,15.6
23,23,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,SDXC,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"January 03, 2022",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 11 Home,No Optical Drive,,,,223462.4,1920 x 1080,,"16.1""",OMEN 16,512 GB,,512GB PCIe SSD,Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,OMEN 16,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,512.0,,2073600,16.1
24,24,,Combo,Backlit,,Bluetooth 5.2,lenovo,No,Dark Moss,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,0,Standard,,12GB,,,,,Quad-core Processor,Windows 11 Home,No,,,,127832.0,1920x1080,,"14.0""",Yoga 7i -14,512 GB,,512GB PCIe SSD,Convertible,Yes,4.2 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 7i -14,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,12.0,512.0,,2073600,14.0
25,25,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,SDXC,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"January 03, 2022",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 11 Home,No Optical Drive,,,,222056.0,1920 x 1080,,"16.1""",OMEN 16,512 GB,,512GB PCIe SSD,Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,OMEN 16,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,512.0,,2073600,16.1
26,26,,Combo,Backlit,,Bluetooth 5.1,hp,SDXC,Silver,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,1,Standard,,8GB,,,,,Quad-core Processor,Windows 10 Home,No,,,,123614.4,1920x1080,,"15.6""",ENVY x360,256 GB,,256GB PCIe SSD,Convertible,Yes,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ENVY x360,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,8.0,256.0,,2073600,15.6
27,27,,Combo,Backlit,,Bluetooth 5.1,lenovo,No,Black,,,,12MB Cache,3.00GHz,Intel Core i7 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,0,Standard,,8GB,,,,,Quad-core Processor,Windows 10 Home,No,,,,196742.4,1920x1080,,"14.0""",Yoga 9i -14,256 GB,,256GB PCIe SSD,Convertible,Yes,4.8 GHz,home_personal,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,LPDDR4X,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yoga 9i -14,2831.0,11018.0,Intel Core i7 11th Gen 3.00GHz,8.0,256.0,,2073600,14.0
28,28,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,No,Black,,,,6MB Cache,1.60GHz,Intel Core i5,"January 03, 2022",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,Standard,,8GB,,,,,,Windows 11 Pro,No,,,,165804.80000000002,1920 x 1080,,"13.3""",ThinkPad X13,256 GB,,256GB SATA SSD,Standard,No,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad X13,1040.0,6461.0,Intel Core i5 1.60GHz,8.0,256.0,,2073600,13.3
29,29,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.0,hp,Yes,Silver,,,,8MB Cache,2.40GHz,Intel Core i5 11th Gen,"January 03, 2022",,,Intel Iris Xe Graphics,Integrated Card,,,No,Standard,,8GB,,,,,,Windows 11 Pro,No,,,,164398.40000000002,1920 x 1080,,"13.3""",ENVY 13,256 GB,,256GB SATA SSD,Standard,No,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ENVY 13,2831.0,10175.0,Intel Core i5 11th Gen 2.40GHz,8.0,256.0,,2073600,13.3
30,30,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,No,Black,,,,6MB Cache,1.60GHz,Intel Core i5,"January 03, 2022",,,Intel UHD Graphics,Integrated Card,,,1 x HDMI,Standard,,8GB,,,,,,Windows 10 Pro,No,,,,130646.4,1920 x 1080,,"13.3""",ThinkPad X13,256 GB,,256GB PCIe SSD,Standard,No,4.2 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad X13,1040.0,6461.0,Intel Core i5 1.60GHz,8.0,256.0,,2073600,13.3
31,31,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,lenovo,No,Black,,,,8MB Cache,3.10GHz,Intel Core i5 11th Gen,"January 03, 2022",,,NVIDIA GeForce GTX 1650,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,16GB,,,,,Quad-core Processor,Windows 11 Pro,No Optical Drive,,,,181272.0,1920 x 1080,,"15.6""",IdeaPad 3i  15,512 GB,,512GB SATA SSD,Standard,No,4.5 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,,,,,,,,,,,,,,,,,,,,IdeaPad 3i  15,6968.0,13133.0,Intel Core i5 11th Gen 3.10GHz,16.0,512.0,,2073600,15.6
