,graphics_card_score,cpu_score,ram,storage_score,resolution_score,screen_size_score,total
0,-0.8663643002396583,-0.6515407492431181,-1.0139866868579606,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-3.6990457860631603
1,-0.8738391170369582,-0.6515407492431181,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-3.286725251255764
2,-0.8738391170369582,-0.6375969507515648,-0.5941913352532643,-0.6670739340714501,-0.3637415439195001,-0.2131902093649417,-3.3496330903976794
3,-0.8738391170369582,-0.6515407492431181,-0.8040890110556124,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-3.496622927058112
4,-0.9389487054555438,0.3141092956899987,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,-2.351727568225062,-4.524722153601353
5,-0.8738391170369582,-0.7283156397327553,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-1.7008683720502433,-5.347825293668867
6,-0.060067614657234314,-0.6515407492431181,-0.5941913352532643,-0.4365190211710442,-0.3637415439195001,-0.2131902093649417,-2.319250473609103
7,0.35871883169674973,0.2390143809222354,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,0.2517092164742168,-0.6987127465175438
8,-0.9389487054555438,0.3141092956899987,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,-2.351727568225062,-4.524722153601353
9,1.46794230327501,1.19643254481817,0.24539936795612793,-0.4365190211710442,-0.3637415439195001,1.3674678384881924,3.476981489446956
10,-1.226139035036012,-1.371578343638271,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-0.2131902093649417,-4.855709752888134
11,-0.060067614657234314,-0.6515407492431181,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-2.4729537488760402
12,-0.060067614657234314,-0.6515407492431181,-0.5941913352532643,0.4857006304305795,-0.3637415439195001,-0.2131902093649417,-1.397030822007479
13,0.35871883169674973,0.2390143809222354,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,0.2517092164742168,-1.195359735755709
14,1.46794230327501,1.19643254481817,1.9245807743749124,1.7153268325660778,-0.3637415439195001,1.3674678384881924,7.3080087496028625
15,-0.060067614657234314,-0.9667041946666614,-1.0139866868579606,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-3.2079125459042794
16,-0.8738391170369582,-0.7283156397327553,-0.8040890110556124,-0.5902222964379814,-0.3637415439195001,-1.7008683720502433,-5.061075980233051
17,-0.060067614657234314,-0.9667041946666614,-1.0139866868579606,-0.7009967272455984,-0.3637415439195001,-0.2131902093649417,-3.3186869767118963
18,-1.3166236594243785,-1.9397461327760233,-0.5941913352532643,-0.5902222964379814,-0.8608157051198444,-1.7008683720502433,-7.002467501061734
19,-1.3166236594243785,-1.9397461327760233,-0.5941913352532643,-0.6670739340714501,-0.8608157051198444,-1.7008683720502433,-7.079319138695203
20,-0.060067614657234314,-0.23137882120245612,-1.0139866868579606,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-2.4725871724400745
21,-0.060067614657234314,-0.23137882120245612,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-2.052791820835378
22,-1.226139035036012,-1.5674635128087675,-1.0139866868579606,-0.6670739340714501,-0.8608157051198444,-0.2131902093649417,-5.548669083258976
23,1.0153224756279844,1.19643254481817,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,0.2517092164742168,0.9153090613096253
24,-0.8738391170369582,-0.7283156397327553,-0.8040890110556124,-0.5902222964379814,-0.3637415439195001,-1.7008683720502433,-5.061075980233051
25,1.0153224756279844,1.19643254481817,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,0.2517092164742168,0.9153090613096253
26,-0.8738391170369582,-0.7283156397327553,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-0.2131902093649417,-3.860147130983566
27,-0.8738391170369582,-0.5866936863787856,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-1.7008683720502433,-5.206203340314898
28,-1.226139035036012,-1.352258622836721,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-2.351727568225062,-6.974927390946705
29,-0.8738391170369582,-0.7283156397327553,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-2.351727568225062,-5.998684489843686
30,-1.226139035036012,-1.352258622836721,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-2.351727568225062,-6.974927390946705
31,-0.060067614657234314,-0.23137882120245612,-0.5941913352532643,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-2.052791820835378
32,-0.8738391170369582,-0.7283156397327553,-0.8040890110556124,-0.5902222964379814,-0.3637415439195001,-1.7008683720502433,-5.061075980233051
33,-0.8738391170369582,-0.7283156397327553,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-2.351727568225062,-5.998684489843686
34,-0.8738391170369582,-0.7283156397327553,-0.5941913352532643,-0.6670739340714501,-0.3637415439195001,-0.2131902093649417,-3.44035177937887
35,-0.9389487054555438,-0.21407507126715494,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,1.3674678384881924,-1.8303581030834175
36,-1.226139035036012,-1.5674635128087675,-0.8040890110556124,-0.6670739340714501,-0.8608157051198444,-0.2131902093649417,-5.338771407456627
37,-0.8738391170369582,-0.5866936863787856,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-1.7008683720502433,-5.206203340314898
38,-0.9389487054555438,-0.21407507126715494,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,-0.2131902093649417,-3.4110161509365517
39,-0.9389487054555438,-0.21407507126715494,-1.0139866868579606,-0.6670739340714501,-0.3637415439195001,1.3674678384881924,-1.8303581030834175
40,-0.060067614657234314,-0.23137882120245612,-1.0139866868579606,-0.5902222964379814,-0.3637415439195001,-0.2131902093649417,-2.4725871724400745
41,-0.025644116248616556,0.28554970841814237,0.24539936795612793,0.4857006304305795,-0.3637415439195001,-0.2131902093649417,0.41407383727179137
